,ID,Gender,Race,Age_at_Release,Residence_PUMA,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
3278,3369,1,1,35,20,6.0,2,2,2,0.5,4,1,1,2,2,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,1
3279,3370,1,1,35,18,6.0,2,3,3,2.5,10,6,0,0,5,5,0,0,3,2,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,4,10,0,3,0.942285041,1.075530035,0,0
3280,3371,1,1,35,11,6.0,0,1,1,0.5,8,5,3,1,4,0,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0.959334566,0.675138632,0,0
3281,3372,0,1,40,6,5.0,1,3,3,3.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.66427289,0.437163375,0,0
3282,3373,1,0,35,6,7.0,2,1,1,3.5,10,6,0,5,5,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,1.0,2.0,0,1
3283,3374,1,0,35,15,10.0,1,0,0,3.5,7,6,3,1,5,2,0,1,3,4,1,0,2,1,0,1,0,0,1,1,1,1,0,0,0,0,5,0,0,0.902173913,1.0,0,1
3284,3375,1,0,40,24,8.0,1,2,2,3.5,10,3,1,4,0,5,0,0,3,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,3,0.973873874,0.329054054,0,0
3285,3376,1,1,35,14,4.0,0,1,1,3.5,7,6,0,0,4,5,0,0,2,4,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.218799368,0.288507109,0,1
3286,3377,1,1,55,15,8.0,2,3,3,1.5,10,6,0,5,5,2,0,0,3,4,0,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0.997316637,0.326699463,0,0
3287,3378,1,1,35,22,9.0,0,1,1,2.5,10,6,3,5,4,5,1,0,1,4,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.068214804,0.53011611,0,1
3288,3379,1,1,30,5,10.0,1,3,3,3.5,6,1,1,3,1,1,0,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,3,0.147928994,0.1964766,1,1
3289,3380,1,1,35,25,9.0,0,2,2,3.5,5,2,1,2,0,3,0,1,2,3,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.531168831,0.948701299,0,1
3290,3381,1,1,40,19,3.0,1,3,3,3.5,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.805676856,0.398744541,0,0
3291,3382,1,1,30,14,4.0,0,2,2,0.5,6,6,3,2,1,5,1,1,1,4,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,4,0,0,0,0.0,0.0,0,0
3292,3383,1,1,30,2,4.0,1,0,0,0.5,5,3,2,0,2,0,0,1,2,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,6,0,0,0.064814815,1.0,0,1
3293,3384,1,1,35,4,5.0,0,1,1,1.5,10,3,1,3,2,5,1,1,1,3,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,4,6,1,0,0.936170213,0.259042553,0,0
3294,3385,1,0,40,17,8.0,2,2,2,1.5,10,5,0,5,4,5,0,0,1,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,4,2,3,3,0.998193315,0.329945799,0,0
3295,3386,1,1,35,20,7.0,2,2,2,3.5,7,6,0,1,5,1,0,1,2,4,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3296,3387,1,1,35,19,3.0,0,0,0,0.5,5,1,1,1,3,3,0,0,2,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,6,0,1,0.934782609,0.992527174,0,0
3297,3388,1,1,35,18,7.0,2,1,1,3.5,9,6,1,1,5,5,0,0,3,4,1,1,2,1,0,0,0,0,1,1,0,0,1,1,1,4,5,0,2,0.0,0.0,0,0
3298,3389,1,1,35,3,10.0,0,3,3,3.5,7,5,1,1,5,5,0,0,3,2,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,9,3,0,0.234482759,0.839655172,0,1
3299,3390,1,0,30,11,10.0,1,3,3,2.5,10,2,1,5,1,3,0,1,2,3,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0,1
3300,3391,1,1,30,14,9.0,1,0,0,2.5,10,4,0,5,0,3,0,0,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.81986532,0,1
3301,3392,1,1,35,23,8.0,2,0,0,3.5,6,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,4,0,0,2,0.995633188,0.797489083,0,0
3302,3393,1,1,35,12,7.0,2,0,0,1.5,4,6,1,2,0,2,0,0,2,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1.0,3.0,0,1
3303,3394,1,0,35,23,9.0,1,0,0,1.5,6,2,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0.475728155,0.635217391,0,0
3304,3395,1,0,45,22,3.0,0,3,3,1.5,6,2,0,2,4,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0.872964169,0.594869707,0,0
3305,3396,0,1,35,19,6.0,2,3,3,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.92173913,0.453726708,0,0
3306,3397,1,1,35,21,6.0,2,2,2,3.5,10,5,3,3,0,1,0,1,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,4,1,2,0.436619718,2.0,0,1
3307,3398,1,1,30,5,1.0,1,2,2,2.5,6,1,0,4,2,1,0,0,2,1,0,2,2,0,0,0,1,0,0,0,0,0,1,1,0,3,4,0,3,0.0,0.0,1,1
3308,3399,1,1,35,24,5.0,0,1,1,3.5,5,6,0,0,5,1,0,0,2,4,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.505836576,0.56848249,0,0
3309,3400,1,0,55,16,5.0,0,0,0,1.5,10,6,2,5,1,5,0,1,3,1,1,3,0,1,0,0,0,0,1,1,1,0,1,1,1,4,0,2,3,0.0,0.0,0,1
3310,3401,1,0,55,17,6.0,2,3,3,3.5,2,2,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0.887965964,1,0
3311,3402,1,0,55,12,2.0,0,0,0,3.5,4,1,1,1,1,2,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0.382955771,1.182038835,0,1
3312,3403,1,1,55,2,7.0,2,3,3,3.5,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.821777093,0.187596302,1,0
3313,3404,1,1,55,14,6.0,2,0,0,0.5,10,1,0,4,5,5,0,0,3,1,0,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0.387596899,1.887596899,0,1
3314,3405,1,1,45,9,6.0,0,3,3,3.5,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.635217391,0,0
3315,3406,1,1,45,7,7.0,2,3,3,1.5,10,6,1,5,1,3,1,0,3,4,1,3,0,1,1,0,0,0,1,1,0,0,1,1,1,0,2,0,3,0.700636943,1.0,0,1
3316,3408,1,1,40,16,7.0,1,3,3,3.5,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.996655518,1.0,0,1
3317,3409,1,1,45,4,4.0,0,1,1,0.5,10,6,3,5,0,4,0,1,3,3,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.941365979,0,1
3318,3410,1,1,55,23,2.0,0,1,1,1.5,3,6,2,4,0,0,1,0,2,3,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,1,0,0.802631579,2.0,0,1
3319,3412,1,1,40,20,3.0,0,0,0,0.5,10,4,2,5,1,5,0,0,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.774647887,1.0,0,1
3320,3413,1,1,40,19,9.0,1,3,3,2.5,6,1,0,1,5,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,10,1,1,0.813421454,0.371377733,0,0
3321,3414,1,1,45,11,7.0,2,0,0,1.5,10,5,1,5,5,5,0,0,3,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,0,1.0,0.85338785,0,0
3322,3415,1,0,45,22,5.0,0,1,1,1.5,9,5,0,1,3,5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,1,3,0,0.234352256,0.531659389,0,1
3323,3416,1,1,30,21,7.0,0,0,0,3.5,10,3,2,0,5,3,0,0,3,2,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,6,0,3,0.356756757,0.329054054,0,0
3324,3417,1,1,45,21,3.0,0,3,3,3.5,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0.73664825,0.672651934,0,0
3325,3418,1,1,35,4,8.0,1,1,1,1.5,10,4,1,5,0,5,0,1,2,1,0,2,0,1,0,0,1,0,1,1,0,0,1,0,1,0,3,3,2,0.359195402,0.524784483,0,1
3326,3419,1,1,35,14,4.0,0,1,1,1.5,10,6,3,1,5,5,1,0,1,4,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.034623218,0.185972505,0,1
3327,3420,1,1,35,18,5.0,1,3,3,3.5,6,6,1,3,0,4,0,0,3,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,2,0,0.0,0.0,0,1
3328,3421,1,1,35,8,6.0,2,3,3,1.5,10,5,1,5,2,5,0,1,3,3,1,3,0,1,0,1,0,1,1,1,0,0,1,0,1,4,1,3,0,0.0,0.0,0,1
3329,3422,1,1,35,11,5.0,0,2,2,0.5,10,4,2,3,5,1,0,1,3,2,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,6,0,0,0.0,0.0,0,1
3330,3423,1,1,30,4,7.0,1,3,3,2.5,8,2,2,1,1,5,1,0,3,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,2.0,0,1
3331,3424,0,0,40,17,7.0,0,3,3,1.5,7,6,2,5,2,5,0,0,1,4,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0.0,0.0,0,1
3332,3425,1,1,55,7,5.0,2,3,3,1.5,10,1,0,5,4,3,0,0,3,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,1.0,2.767045455,0,1
3333,3426,1,1,30,14,1.0,1,3,3,1.5,10,6,3,4,5,5,1,0,3,4,1,3,2,1,1,0,1,0,0,1,0,0,1,0,1,0,10,3,3,0.272058824,0.335707721,0,1
3334,3427,1,1,35,5,8.0,2,3,3,1.5,10,6,3,5,5,5,0,1,3,4,1,3,2,1,0,1,0,0,1,1,0,0,1,0,0,4,0,0,1,0.487346349,0.264099783,0,0
3335,3428,0,1,40,14,5.0,0,3,3,1.5,5,2,1,3,1,2,1,0,1,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.797916667,1.521875,0,1
3336,3429,1,1,40,6,5.0,0,3,3,3.5,6,0,2,0,3,2,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0,0
3337,3430,1,1,35,6,9.0,0,2,2,0.5,10,5,1,5,2,5,1,1,3,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,4.0,0,1
3338,3431,1,1,30,4,6.0,0,0,0,2.5,9,3,1,4,0,5,0,0,3,1,0,3,0,1,0,0,0,0,1,1,1,0,0,0,1,4,0,0,0,0.0,0.0,0,0
3339,3432,1,1,35,4,5.0,0,3,3,3.5,1,6,1,2,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3340,3433,1,0,45,15,4.0,0,0,0,1.5,10,5,1,5,0,4,0,0,3,4,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.551155116,1.205445545,0,1
3341,3434,1,0,55,17,3.0,1,1,1,3.5,7,4,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,4,3,0,0.475728155,0.635217391,1,0
3342,3435,1,1,55,17,4.0,0,0,0,1.5,7,4,0,1,5,5,0,0,3,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.34,0.913125,0,0
3343,3436,1,1,35,12,6.082216088328075,1,2,2,1.5,10,3,1,1,5,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,1,0.037769784,0.65692446,0,1
3344,3437,1,1,55,19,3.0,0,3,3,1.5,8,6,1,0,5,5,0,0,2,4,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,1,0
3345,3438,1,0,30,3,7.0,0,3,3,1.5,4,6,0,0,5,5,0,0,0,4,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,5,0,2,1.0,1.0,0,1
3346,3439,1,1,30,5,6.0,2,1,1,3.5,10,3,3,2,4,5,0,1,3,1,1,2,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0.0,0.0,0,1
3347,3440,1,1,30,15,8.0,2,2,2,1.5,6,3,1,0,5,1,0,0,3,3,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0,0
3348,3441,1,1,35,6,9.0,1,3,3,3.5,6,5,0,4,2,2,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,7,0,1,0.475728155,0.635217391,0,0
3349,3442,1,1,30,6,1.0,0,0,0,1.5,10,4,0,5,3,4,0,0,2,3,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
3350,3443,1,0,35,24,8.0,2,0,0,0.5,10,6,2,5,3,5,0,0,3,4,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,4,4,0,2,0.895721925,0.976604278,1,1
3351,3444,1,1,30,6,8.0,1,3,3,2.5,9,6,2,5,4,3,0,0,3,4,1,3,2,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0.0,0.0,0,1
3352,3445,1,0,45,17,4.0,0,3,3,0.5,10,5,3,5,4,1,1,0,1,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0.971279373,0.953655352,0,0
3353,3446,1,1,35,14,6.0,2,0,0,3.5,7,6,0,1,5,5,0,0,3,4,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0.210191083,1.0,0,1
3354,3447,0,0,45,21,5.0,1,3,3,3.5,10,6,2,5,1,5,0,0,2,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.928864569,0.499658003,0,0
3355,3448,1,1,30,16,8.0,2,3,3,3.5,8,6,0,3,5,3,0,1,2,4,0,2,2,0,0,1,0,0,1,0,1,0,0,0,0,2,8,0,2,0.848806366,0.645888594,0,1
3356,3718,1,0,55,17,1.0,0,3,3,3.5,5,3,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1
3357,3449,1,1,35,3,9.0,0,0,0,2.5,10,2,1,1,5,5,0,0,1,3,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.044730857,0.276914329,0,0
3358,3450,1,1,35,3,9.0,1,2,2,2.5,3,5,2,1,3,1,0,0,1,2,0,1,2,0,0,0,0,0,1,1,0,0,1,1,0,4,10,1,0,0.463378176,0.272982063,0,0
3359,3451,1,1,55,3,5.0,0,0,0,3.5,4,4,2,2,0,1,0,0,2,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0,1
3360,3452,1,1,45,12,10.0,1,0,0,1.5,10,6,0,5,5,3,0,0,3,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.82260479,0,0
3361,3453,1,1,30,3,7.0,1,1,1,3.5,8,1,0,1,4,1,0,0,3,1,0,0,2,0,0,0,1,0,1,1,1,1,0,1,0,4,10,3,3,0.475728155,0.635217391,0,0
3362,3454,1,1,35,20,10.0,1,2,2,2.5,10,2,0,5,1,2,0,1,3,4,1,3,1,1,1,0,0,0,0,1,1,1,1,0,0,4,0,0,3,0.865497076,1.0,0,1
3363,3455,1,1,30,25,10.0,1,2,2,2.5,10,3,0,0,5,5,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,10,3,0,0.990632319,0.855386417,0,1
3364,3456,1,0,55,20,3.0,0,0,0,0.5,4,0,0,1,0,3,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1,1
3365,3457,1,0,45,18,3.0,1,1,1,3.5,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0,0
3366,3458,1,1,30,6,10.0,1,1,1,2.5,6,4,0,3,2,5,0,1,3,2,0,1,2,1,0,0,1,0,1,0,0,0,1,0,0,4,0,0,1,0.0,0.0,0,1
3367,3459,1,1,55,17,3.0,0,0,0,2.5,9,3,1,2,2,5,0,0,2,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0.0,0.0,0,1
3368,3460,0,0,55,5,10.0,0,1,1,1.5,10,3,0,5,0,5,0,0,3,3,0,3,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,0,2,1.0,1.0,1,1
3369,3461,1,1,40,10,3.0,1,2,2,1.5,8,2,3,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,5,0,0,0.0,0.0,0,1
3370,3462,1,1,30,1,7.0,2,0,0,3.5,6,3,0,0,5,1,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.678541137,0.929389313,1,0
3371,3463,1,1,35,9,5.0,0,3,3,0.5,10,6,0,2,3,5,0,0,1,4,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0,0
3372,3464,1,1,30,22,5.0,0,2,2,1.5,10,3,2,0,4,5,0,1,2,2,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,4,6,0,2,1.0,1.152208202,0,0
3373,3465,1,1,35,8,9.0,1,0,0,3.5,8,1,1,0,5,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0.820933812,0.187403797,0,0
3374,3466,1,1,30,11,7.0,2,3,3,1.5,10,3,1,5,2,4,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.323333333,0.60875,0,0
3375,3467,1,0,30,12,10.0,1,1,1,3.5,10,6,0,5,2,5,0,0,3,3,0,3,2,1,0,0,0,0,1,0,0,0,1,0,0,4,3,2,3,0.327330508,0.773834746,0,1
3376,3468,1,0,55,21,2.0,0,0,0,0.5,10,6,3,5,5,4,0,0,3,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3377,3469,1,0,35,24,8.0,2,2,2,1.5,9,2,1,3,1,5,0,0,2,3,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.041975309,0.901851852,0,1
3378,3470,1,1,30,19,8.0,2,0,0,0.5,6,0,0,0,3,5,0,0,2,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,9,2,0,0.972972973,0.987162162,0,1
3379,3471,0,1,30,20,6.082216088328075,0,2,2,0.5,10,6,0,5,0,3,0,0,2,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
3380,3472,1,1,35,5,5.0,0,2,2,1.5,10,6,2,4,2,5,0,1,3,4,0,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1
3381,3473,0,0,55,8,2.0,0,3,3,0.5,3,6,0,0,2,4,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.897360704,1.0,0,0
3382,3474,1,1,40,3,5.0,1,1,1,3.5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0.693609023,1.373120301,0,0
3383,3475,0,1,30,21,5.0,0,0,0,1.5,5,5,0,2,3,1,0,0,0,4,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,2,10,2,1,0.66337386,0.277545593,0,0
3384,3476,1,0,30,22,10.0,1,0,0,3.5,10,1,0,5,1,5,0,0,3,0,0,3,1,1,0,0,0,0,1,1,1,1,0,0,0,4,0,0,0,0.0,0.0,0,1
3385,3477,1,1,35,7,7.0,2,1,1,1.5,10,4,0,2,5,2,0,0,3,3,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,9,2,0,0.45411985,0.341994382,0,1
3386,3478,1,1,30,17,7.0,0,1,1,1.5,9,1,0,0,5,4,0,1,2,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1.0,0.608243131,0,0
3387,3479,1,0,45,17,6.0,0,3,3,1.5,10,4,0,0,5,5,0,1,3,3,0,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,7,0,1,0.0,0.0,0,1
3388,3480,1,1,45,8,4.0,2,0,0,1.5,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,4,9,3,1,0.838842975,2.0,0,1
3389,3481,1,1,55,1,1.0,0,3,3,3.5,3,1,2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0,1.0,1,1
3390,3482,1,1,30,10,10.0,1,2,2,2.5,10,1,1,3,5,3,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,6,0,0,0.786967419,1.830827068,0,0
3391,3483,1,1,35,17,9.0,1,3,3,1.5,7,3,2,0,4,4,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,2,1.0,2.0,0,1
3392,3484,1,1,30,6,9.0,1,0,0,3.5,7,0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,6,0,0,0.0,0.0,0,0
3393,3485,1,1,30,4,6.0,2,1,1,1.5,6,1,2,2,0,3,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,2,1,0.234866828,0.442191283,0,1
3394,3486,1,0,55,4,3.0,0,0,0,3.5,9,6,2,5,0,4,0,0,3,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0,1
3395,3487,1,1,35,19,4.0,0,3,3,0.5,10,6,3,0,3,5,1,0,3,2,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0.0,0.0,0,1
3396,3488,1,1,40,2,4.0,0,0,0,2.5,2,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.616808019,0.422417116,0,0
3397,3489,1,1,40,23,6.0,2,2,2,3.5,2,1,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.952451709,0.542719168,1,0
3398,3490,1,1,30,20,8.0,2,1,1,1.5,7,6,1,3,5,3,0,0,3,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.281198003,0.202579035,0,1
3399,3491,1,1,55,25,5.0,1,1,1,3.5,10,6,2,5,2,5,0,0,3,4,1,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.0,0.635217391,1,0
3400,3492,1,1,35,4,5.0,0,2,2,0.5,10,6,3,5,4,5,1,0,3,4,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
3401,3493,1,0,55,23,2.0,0,2,2,0.5,10,6,1,5,4,5,0,0,3,1,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0.628032345,0.984501348,0,0
3402,3494,1,1,30,6,4.0,0,0,0,0.5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,1
3403,3495,1,1,55,5,10.0,1,3,3,3.5,10,6,3,5,0,1,0,0,3,4,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.3667979,0.239665354,1,1
3404,3496,1,0,55,12,6.0,2,1,1,3.5,10,6,3,5,5,5,0,1,3,4,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,5,2,1,0.835897436,0.936538462,1,1
3405,3497,0,1,30,21,8.0,2,0,0,1.5,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1.0,2.0,0,1
3406,3498,1,1,55,12,9.0,2,3,3,1.5,10,6,1,5,3,5,0,0,3,4,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,4,6,0,3,0.755283648,0.406284761,1,1
3407,3499,1,1,55,4,5.0,0,2,2,1.5,10,6,0,5,0,4,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.996557659,0.628657487,0,0
3408,3500,1,1,55,5,7.0,2,3,3,3.5,7,1,1,3,3,2,0,0,3,1,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,9,0,0,0.0,0.0,1,1
3409,3501,1,0,55,7,5.0,0,0,0,3.5,10,5,1,5,1,0,0,0,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,9,0,1,0.768,0.7305,1,1
3410,3502,1,1,55,12,3.0,0,1,1,1.5,8,1,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.814611872,0.333561644,1,0
